id,name,email_domain,created_at,updated_at,active_user_count,preferences
98207,Picmash,picmash.com,2020-05-06 22:55:40,2020-06-07 07:05:24,63,"{""self_upgrade"":true,""public_sharing"":true,""members_can_invite"":true}"
49542,Pnexus,pnexus.com,2018-11-07 13:43:52,2020-06-16 07:05:20,42,"{""self_upgrade"":true,""public_sharing"":true,""members_can_invite"":true}"
79205,dinner.ly,dinner.ly,2019-12-01 11:36:37,2020-06-30 07:05:15,39,"{""self_upgrade"":true,""public_sharing"":false,""members_can_invite"":false}"
46856,Cookbright,cookbright.com,2018-07-04 07:36:23,2020-07-21 07:05:19,38,"{""self_upgrade"":true,""public_sharing"":true,""members_can_invite"":true}"
98271,Peregrine,getperegrine.com,2020-05-10 21:02:21,2020-06-10 21:02:21,31,"{""self_upgrade"":true,""public_sharing"":true,""members_can_invite"":true}"
48251,Investstack,investstack.com,2018-09-21 23:17:00,2020-07-17 07:05:18,29,"{""self_upgrade"":true,""public_sharing"":false,""members_can_invite"":true}"
98433,Codesk,codesk.com,2020-05-09 13:38:50,2020-05-10 07:05:31,29,"{""self_upgrade"":true,""public_sharing"":true,""members_can_invite"":true}"
97003,Waxshake,waxshake.com,2020-04-24 20:04:26,2020-07-11 07:05:18,29,"{""self_upgrade"":true,""public_sharing"":true,""members_can_invite"":true}"
72753,Soundcast,soundcast.com,2019-09-25 04:20:27,2020-07-09 07:05:15,29,"{""self_upgrade"":true,""public_sharing"":false,""members_can_invite"":true}"
89235,dogshare,dogshare.com,2020-02-28 15:26:51,2020-06-24 07:05:12,29,"{""self_upgrade"":true,""public_sharing"":true,""members_can_invite"":true}"
46122,band.ly,band.ly,2018-04-20 02:36:57,2020-07-22 07:05:19,26,"{""self_upgrade"":true,""public_sharing"":true,""members_can_invite"":true}"
98366,iWire,iwire.com,2020-05-08 19:47:56,2020-07-11 07:05:18,24,"{""self_upgrade"":true,""public_sharing"":true,""members_can_invite"":true}"
46229,Arborlily,arborlily.com,2018-04-22 19:56:09,2020-07-13 07:05:17,22,"{""self_upgrade"":true,""public_sharing"":false,""members_can_invite"":true}"
98606,Phasewear,phasewear.com,2020-05-11 17:23:45,2020-06-12 07:05:22,22,"{""self_upgrade"":true,""public_sharing"":true,""members_can_invite"":true}"
87640,Brewdive,brewdive.com,2020-02-19 07:40:02,2020-07-23 07:05:21,19,"{""self_upgrade"":true,""public_sharing"":true,""members_can_invite"":true}"
77083,Sweatery,sweatery.com,2019-10-30 08:32:59,2020-07-10 07:05:23,19,"{""self_upgrade"":true,""public_sharing"":true,""members_can_invite"":true}"
46699,Readybrewer,readybrewer.com,2018-07-22 03:44:16,2020-07-05 07:05:14,19,"{""self_upgrade"":true,""public_sharing"":true,""members_can_invite"":true}"
49526,Fitnest,fitnest.com,2018-11-10 03:52:46,2020-07-19 07:05:22,18,"{""self_upgrade"":true,""public_sharing"":true,""members_can_invite"":true}"
46222,Cycline,cycline.com,2018-04-25 05:06:06,2020-07-20 07:05:23,18,"{""self_upgrade"":true,""public_sharing"":false,""members_can_invite"":true}"
63901,Cardfinance,cardfinance.com,2019-07-14 11:39:10,2020-07-23 07:05:20,18,"{""self_upgrade"":true,""public_sharing"":true,""members_can_invite"":true}"
80074,Bandjet,bandjet.com,2019-12-02 08:21:54,2020-07-14 07:05:20,18,"{""self_upgrade"":true,""public_sharing"":true,""members_can_invite"":false}"
48946,GuapoDog,guapodog.com,2018-10-14 01:52:12,2020-05-26 07:05:27,17,"{""self_upgrade"":true,""public_sharing"":true,""members_can_invite"":true}"
78330,Seedmetrics,seedmetrics.com,2019-11-30 13:58:59,2020-07-17 07:05:20,17,"{""self_upgrade"":true,""public_sharing"":true,""members_can_invite"":true}"
49234,Catboy,catboy.com,2018-10-30 07:59:45,2020-07-16 07:05:18,16,"{""self_upgrade"":true,""public_sharing"":true,""members_can_invite"":true}"
63680,Gamecaliber,gamecaliber.com,2019-07-23 02:12:40,2020-06-30 07:05:13,16,"{""self_upgrade"":true,""public_sharing"":true,""members_can_invite"":false}"
50630,Zenwear,zenwear.com,2019-01-25 13:14:26,2020-07-17 07:05:19,14,"{""self_upgrade"":true,""public_sharing"":true,""members_can_invite"":false}"
46028,Brewpods,brewpods.com,2018-04-27 20:24:27,2020-07-14 07:05:18,14,"{""self_upgrade"":true,""public_sharing"":true,""members_can_invite"":true}"
97820,Mixgroove,mixgroove.com,2020-05-03 01:32:28,2020-05-15 20:29:45,14,"{""self_upgrade"":true,""public_sharing"":true,""members_can_invite"":true}"
70156,Nextblossom,nextblossom.com,2019-09-02 12:46:15,2020-06-19 07:05:11,13,"{""self_upgrade"":true,""public_sharing"":true,""members_can_invite"":true}"
98451,Gamerfinity,gamerfinity.com,2020-05-09 18:44:47,2020-05-12 07:05:43,13,"{""self_upgrade"":true,""public_sharing"":true,""members_can_invite"":true}"
63684,Wigglebiscuit,wigglebiscuit.com,2019-07-19 13:00:48,2020-07-21 07:05:20,12,"{""self_upgrade"":true,""public_sharing"":true,""members_can_invite"":true}"
49372,Stacksensor,stacksensor.com,2018-11-04 17:47:00,2020-07-19 07:05:22,12,"{""self_upgrade"":true,""public_sharing"":true,""members_can_invite"":true}"
45907,Fitnesse,fitnesse.com,2018-05-03 10:43:16,2020-07-17 07:05:18,12,"{""self_upgrade"":true,""public_sharing"":true,""members_can_invite"":false}"
65502,Seedling,seedling.com,2019-07-19 09:22:56,2020-07-01 07:05:14,12,"{""self_upgrade"":true,""public_sharing"":true,""members_can_invite"":true}"
68154,Upband,upband.com,2019-08-15 15:14:27,2020-07-09 07:05:15,12,"{""self_upgrade"":true,""public_sharing"":true,""members_can_invite"":true}"
96092,Vegangoods,vegangoods.com,2020-04-15 09:09:57,2020-06-26 07:05:15,12,"{""self_upgrade"":true,""public_sharing"":true,""members_can_invite"":true}"
48273,cake.ly,cake.ly,2018-09-21 05:27:55,2020-04-13 07:05:18,12,"{""self_upgrade"":true,""public_sharing"":false,""members_can_invite"":true}"
48055,backyard.ly,backyard.ly,2018-09-10 11:41:24,2020-07-10 07:05:19,12,"{""self_upgrade"":true,""public_sharing"":true,""members_can_invite"":true}"
47424,Bakelane,bakelane.com,2018-07-11 14:28:24,2020-04-17 21:01:29,12,"{""self_upgrade"":true,""public_sharing"":true,""members_can_invite"":true}"
85222,Wabbit,wabbit.com,2020-01-10 07:48:44,2020-05-17 07:05:33,12,"{""self_upgrade"":true,""public_sharing"":false,""members_can_invite"":true}"
87699,lunch.ly,lunch.ly,2020-02-16 09:45:28,2020-06-30 07:05:15,12,"{""self_upgrade"":true,""public_sharing"":true,""members_can_invite"":true}"
46625,Lunchkit,lunchkit.com,2018-07-25 16:59:53,2020-07-18 07:05:18,12,"{""self_upgrade"":true,""public_sharing"":true,""members_can_invite"":true}"
49753,Talkrabbit,talkrabbit.com,2018-11-18 00:01:32,2020-03-06 08:05:25,11,"{""self_upgrade"":true,""public_sharing"":true,""members_can_invite"":true}"
96046,Brewbright,brewbright.com,2020-04-14 22:08:59,2020-07-16 07:05:20,11,"{""self_upgrade"":true,""public_sharing"":true,""members_can_invite"":true}"
94033,Puppymeal,puppymeal.com,2020-03-24 22:02:54,2020-04-26 07:05:53,11,"{""self_upgrade"":true,""public_sharing"":true,""members_can_invite"":true}"
45720,Designfix,designfix.com,2018-05-12 18:29:20,2020-06-25 07:05:10,10,"{""self_upgrade"":true,""public_sharing"":true,""members_can_invite"":true}"
77456,Imagezip,imagezip.com,2019-11-20 13:13:10,2019-12-27 08:05:13,10,"{""self_upgrade"":false,""public_sharing"":false,""members_can_invite"":false}"
77494,Flowera,flowera.com,2019-11-20 06:06:30,2020-07-19 07:05:27,10,"{""self_upgrade"":true,""public_sharing"":true,""members_can_invite"":true}"
68809,Gamesauce,gamesauce.com,2019-08-20 10:40:31,2020-05-09 07:05:37,9,"{""self_upgrade"":true,""public_sharing"":true,""members_can_invite"":true}"
60802,Wearsy,wearsy.com,2019-06-26 21:50:02,2020-07-22 07:05:20,9,"{""self_upgrade"":true,""public_sharing"":true,""members_can_invite"":true}"
96614,Marketfluent,marketfluent.com,2020-04-20 19:26:37,2020-07-09 07:05:16,9,"{""self_upgrade"":true,""public_sharing"":true,""members_can_invite"":true}"
46737,Ebase,ebase.com,2018-07-14 23:00:43,2020-03-26 07:05:23,9,"{""self_upgrade"":true,""public_sharing"":true,""members_can_invite"":true}"
48909,cookStack,cookstack.com,2018-10-15 17:44:40,2020-07-10 07:05:19,8,"{""self_upgrade"":true,""public_sharing"":true,""members_can_invite"":true}"
95535,Goaldog,goaldog.com,2020-04-09 17:18:33,2020-06-21 07:05:12,8,"{""self_upgrade"":true,""public_sharing"":true,""members_can_invite"":true}"
56588,Gamedust,gamedust.com,2019-05-04 01:28:05,2020-07-17 07:05:19,8,"{""self_upgrade"":true,""public_sharing"":true,""members_can_invite"":true}"
95251,Donkeyhop,donkeyhop.com,2020-04-06 18:50:42,2020-04-06 18:52:51,7,"{""self_upgrade"":true,""public_sharing"":true,""members_can_invite"":true}"
46702,Couturespot,couturespot.com,2018-07-18 12:45:49,2020-06-25 07:05:10,7,"{""self_upgrade"":true,""public_sharing"":true,""members_can_invite"":true}"
77114,Croczo,croczo.com,2019-10-30 02:11:28,2020-05-31 07:05:22,7,"{""self_upgrade"":true,""public_sharing"":true,""members_can_invite"":true}"
45984,Bakersloaf,bakersloaf.com,2018-04-30 13:36:29,2020-07-19 07:05:20,7,"{""self_upgrade"":false,""public_sharing"":false,""members_can_invite"":false}"
98752,CollegeRule,collegerule.net,2020-05-16 21:07:56,2020-06-16 21:07:56,7,"{""self_upgrade"":true,""public_sharing"":true,""members_can_invite"":false}"
47474,Conder,conder.com,2018-07-13 00:55:22,2020-06-30 07:05:13,7,"{""self_upgrade"":true,""public_sharing"":true,""members_can_invite"":true}"
46443,Craftyfashion,craftyfashion.com,2018-06-29 08:30:26,2020-07-16 07:05:18,6,"{""self_upgrade"":true,""public_sharing"":true,""members_can_invite"":true}"
49373,Lagerly,lagerly.com,2018-11-01 04:02:17,2020-06-09 07:05:18,6,"{""self_upgrade"":true,""public_sharing"":false,""members_can_invite"":false}"
46172,Cloudworking,cloudworking.com,2018-04-19 10:59:10,2020-07-13 07:05:17,6,"{""self_upgrade"":true,""public_sharing"":false,""members_can_invite"":true}"
77503,Petalan,petalan.com,2019-11-17 09:36:44,2020-06-19 07:05:13,6,"{""self_upgrade"":true,""public_sharing"":true,""members_can_invite"":true}"
76764,Moochimp,moochimp.com,2019-10-29 06:08:26,2020-07-09 07:05:15,6,"{""self_upgrade"":true,""public_sharing"":false,""members_can_invite"":true}"
95507,Cookfully,cookfully.com,2020-04-09 14:31:21,2020-06-23 07:05:15,6,"{""self_upgrade"":true,""public_sharing"":true,""members_can_invite"":true}"
48022,Loanix,loanix.com,2018-09-08 09:54:01,2020-07-21 09:41:25,5,"{""self_upgrade"":true,""public_sharing"":true,""members_can_invite"":true}"
98845,Goaerobics,goaerobics.com,2020-05-14 07:39:14,2020-06-04 03:37:48,5,"{""self_upgrade"":true,""public_sharing"":false,""members_can_invite"":true}"
95343,Snacket,snacket.com,2020-04-07 17:01:29,2020-07-14 07:05:21,5,"{""self_upgrade"":true,""public_sharing"":true,""members_can_invite"":true}"
90140,Clothesy,clothesy.com,2020-02-27 22:37:14,2020-07-11 07:05:18,5,"{""self_upgrade"":true,""public_sharing"":true,""members_can_invite"":false}"
47787,dbase,dbase.com,2018-08-04 00:41:43,2020-07-09 07:05:14,5,"{""self_upgrade"":true,""public_sharing"":true,""members_can_invite"":true}"
84035,StrawberryWhale,strawberrywhale.com,2019-12-25 08:25:46,2020-06-30 07:05:15,5,"{""self_upgrade"":true,""public_sharing"":true,""members_can_invite"":true}"
63763,Bakely,bakely.com,2019-07-16 17:50:53,2020-03-26 07:05:24,5,"{""self_upgrade"":true,""public_sharing"":true,""members_can_invite"":true}"
78923,Sproutleaf,sproutleaf.com,2019-12-02 10:50:59,2020-06-17 07:05:16,4,"{""self_upgrade"":true,""public_sharing"":true,""members_can_invite"":true}"
